GEOID,NAME,variable,estimate,moe,year,label_short
2502771480,Upton,B08301_021,255,118,2018,Worked at home
2502771620,Uxbridge,B08301_003,6804,511,2018,"Car, truck, or van - Drove alone"
2502771620,Uxbridge,B08301_004,214,101,2018,"Car, truck, or van - Carpooled"
2502771620,Uxbridge,B08301_010,11,18,2018,Public transportation (excluding taxicab)
2502771620,Uxbridge,B08301_016,0,19,2018,Taxicab
2502771620,Uxbridge,B08301_017,19,32,2018,Motorcycle
2502771620,Uxbridge,B08301_018,12,20,2018,Bicycle
2502771620,Uxbridge,B08301_019,12,20,2018,Walked
2502771620,Uxbridge,B08301_020,37,59,2018,Other means
2502771620,Uxbridge,B08301_021,316,153,2018,Worked at home
2502773090,Warren,B08301_003,2228,283,2018,"Car, truck, or van - Drove alone"
2502773090,Warren,B08301_004,226,148,2018,"Car, truck, or van - Carpooled"
2502773090,Warren,B08301_010,0,17,2018,Public transportation (excluding taxicab)
2502773090,Warren,B08301_016,0,17,2018,Taxicab
2502773090,Warren,B08301_017,0,17,2018,Motorcycle
2502773090,Warren,B08301_018,0,17,2018,Bicycle
2502773090,Warren,B08301_019,24,43,2018,Walked
2502773090,Warren,B08301_020,0,17,2018,Other means
2502773090,Warren,B08301_021,132,135,2018,Worked at home
2502773895,Webster,B08301_003,6685,409,2018,"Car, truck, or van - Drove alone"
2502773895,Webster,B08301_004,705,220,2018,"Car, truck, or van - Carpooled"
2502773895,Webster,B08301_010,35,42,2018,Public transportation (excluding taxicab)
2502773895,Webster,B08301_016,0,19,2018,Taxicab
2502773895,Webster,B08301_017,0,19,2018,Motorcycle
2502773895,Webster,B08301_018,0,19,2018,Bicycle
2502773895,Webster,B08301_019,312,175,2018,Walked
2502773895,Webster,B08301_020,106,76,2018,Other means
2502773895,Webster,B08301_021,451,176,2018,Worked at home
2502775015,Westborough,B08301_003,7294,360,2018,"Car, truck, or van - Drove alone"
2502775015,Westborough,B08301_004,820,196,2018,"Car, truck, or van - Carpooled"
2502775015,Westborough,B08301_010,314,139,2018,Public transportation (excluding taxicab)
2502775015,Westborough,B08301_016,0,19,2018,Taxicab
2502775015,Westborough,B08301_017,23,23,2018,Motorcycle
2502775015,Westborough,B08301_018,55,59,2018,Bicycle
2502775015,Westborough,B08301_019,112,62,2018,Walked
2502775015,Westborough,B08301_020,136,80,2018,Other means
2502775015,Westborough,B08301_021,634,133,2018,Worked at home
2502775155,West Boylston,B08301_003,2332,369,2018,"Car, truck, or van - Drove alone"
2502775155,West Boylston,B08301_004,242,93,2018,"Car, truck, or van - Carpooled"
2502775155,West Boylston,B08301_010,16,18,2018,Public transportation (excluding taxicab)
2502775155,West Boylston,B08301_016,2,6,2018,Taxicab
2502775155,West Boylston,B08301_017,0,17,2018,Motorcycle
2502775155,West Boylston,B08301_018,16,24,2018,Bicycle
2502775155,West Boylston,B08301_019,57,66,2018,Walked
2502775155,West Boylston,B08301_020,28,24,2018,Other means
2502775155,West Boylston,B08301_021,114,54,2018,Worked at home
2502775400,West Brookfield,B08301_003,1606,195,2018,"Car, truck, or van - Drove alone"
2502775400,West Brookfield,B08301_004,144,120,2018,"Car, truck, or van - Carpooled"
2502775400,West Brookfield,B08301_010,34,29,2018,Public transportation (excluding taxicab)
